Sno,Institute Name,State,District,Type,Affiliating University,Program,Level,Course,Acred. Till,Intake
1651,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,120
1652,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,120
1653,KPR INSTITUTE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,120
1654,KPR INSTITUTE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2023,180
1655,KPR INSTITUTE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2023,120
1656,KPR INSTITUTE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2023,180
1657,KPR INSTITUTE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2023,120
1658,GOVT ENGINEERING COLLEGE KOZHIKODE,Kerala,KOZHIKODE,Government,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,APPLIED ELECTRONICS AND INSTRUMENTATION ENGINEERING,30-06-2023,60
1659,GOVT ENGINEERING COLLEGE KOZHIKODE,Kerala,KOZHIKODE,Government,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CHEMICAL ENGINEERING,30-06-2023,60
1660,GOVT ENGINEERING COLLEGE KOZHIKODE,Kerala,KOZHIKODE,Government,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2023,60
1661,GOVT ENGINEERING COLLEGE KOZHIKODE,Kerala,KOZHIKODE,Government,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2023,60
1662,INTERNATIONAL MANAGEMENT INSTITUTE BHUBANESWAR,Odisha,KHORDHA,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM,30-06-2022,180
1663,GOVERNMENT WOMEN S POLYTECHNIC COLLEGE BHOPAL,Madhya Pradesh,BHOPAL,Government,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER SCIENCE & ENGINEERING,30-06-2022,60
1664,GOVERNMENT WOMEN S POLYTECHNIC COLLEGE BHOPAL,Madhya Pradesh,BHOPAL,Government,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,DIPLOMA,ARCHITECTURE AND INTERIOR DESIGN,30-06-2022,60
1665,NEW DELHI INSTITUTE OF MANAGEMENT,Delhi,SOUTH DELHI,Private-Self Financing,NONE,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM,30-06-2023,240
1666,NEW DELHI INSTITUTE OF MANAGEMENT,Delhi,SOUTH DELHI,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM(MARKETING),30-06-2023,120
1667,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,Delhi,NORTH WEST DELHI,Private-Self Financing,"Guru Gobind Singh Indraprastha University, Delhi",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,180
1668,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,Delhi,NORTH WEST DELHI,Private-Self Financing,"Guru Gobind Singh Indraprastha University, Delhi",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,60
1669,VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE CHANDKHEDA,Gujarat,AHMEDABAD,Government,"Gujarat Technological University, Ahmedabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,60
1670,VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE CHANDKHEDA,Gujarat,AHMEDABAD,Government,"Gujarat Technological University, Ahmedabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,60
1671,VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE CHANDKHEDA,Gujarat,AHMEDABAD,Government,"Gujarat Technological University, Ahmedabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
1672,VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE CHANDKHEDA,Gujarat,AHMEDABAD,Government,"Gujarat Technological University, Ahmedabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CHEMICAL ENGINEERING,30-06-2022,60
1673,INTERNATIONAL SCHOOL OF MANAGEMENT EXCELLENCE,Karnataka,BANGALORE URBAN,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM,30-06-2022,120
1674,MURUGAPPA POLYTECHNIC COLLEGE,Tamil Nadu,THIRUVALLUR,Govt aided,"Directorate of Technical Education, Chennai",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER ENGINEERING,30-06-2022,60
1675,MURUGAPPA POLYTECHNIC COLLEGE,Tamil Nadu,THIRUVALLUR,Govt aided,"Directorate of Technical Education, Chennai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
1676,MURUGAPPA POLYTECHNIC COLLEGE,Tamil Nadu,THIRUVALLUR,Govt aided,"Directorate of Technical Education, Chennai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,60
1677,MURUGAPPA POLYTECHNIC COLLEGE,Tamil Nadu,THIRUVALLUR,Govt aided,"Directorate of Technical Education, Chennai",ENGINEERING AND TECHNOLOGY,DIPLOMA,MECHANICAL ENGINEERING (TOOL & DIE),30-06-2022,30
1678,MURUGAPPA POLYTECHNIC COLLEGE,Tamil Nadu,THIRUVALLUR,Govt aided,"Directorate of Technical Education, Chennai",ENGINEERING AND TECHNOLOGY,DIPLOMA,MECHANICAL ENGINEERING,30-06-2022,120
1679,GYAN GANGA INSTITUTE OF TECHNOLOGY SCIENCES,Madhya Pradesh,JABALPUR,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING,30-06-2021,60
1680,GYAN GANGA INSTITUTE OF TECHNOLOGY SCIENCES,Madhya Pradesh,JABALPUR,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,120
1681,GYAN GANGA INSTITUTE OF TECHNOLOGY SCIENCES,Madhya Pradesh,JABALPUR,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,60
1682,MANAKULA VINAYAGAR INSTITUTE OF TECHNOLOGY,Puducherry,PUDUCHERRY,Private-Self Financing,"Pondicherry University, Pondicherry",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,180
1683,MANAKULA VINAYAGAR INSTITUTE OF TECHNOLOGY,Puducherry,PUDUCHERRY,Private-Self Financing,"Pondicherry University, Pondicherry",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,120
1684,MANAKULA VINAYAGAR INSTITUTE OF TECHNOLOGY,Puducherry,PUDUCHERRY,Private-Self Financing,"Pondicherry University, Pondicherry",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,120
1685,MANAKULA VINAYAGAR INSTITUTE OF TECHNOLOGY,Puducherry,PUDUCHERRY,Private-Self Financing,"Pondicherry University, Pondicherry",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,120
1686,INDIAN INSTITUTE OF FOREST MANAGEMENT,Madhya Pradesh,BHOPAL,Government,None,MANAGEMENT,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN FORESTRY MANAGEMENT (PGDFM),30-06-2021,120
1687,NATIONAL COLLEGE OF PHARMACY,Kerala,KOZHIKODE,Private-Self Financing,"Kerala University of Health Sciences, Trissur",PHARMACY,UNDER GRADUATE,PHARMACY,30-06-2023,100
1688,SVKM S DR BHANUBEN NANAVATI COLLEGE OF PHARMACY,Maharashtra,MUMBAI SUBURBAN,Private-Self Financing,"Mumbai University, Mumbai",PHARMACY,UNDER GRADUATE,PHARMACY,30-06-2022,100
1689,CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY,Gujarat,AHMEDABAD,Government,"Gujarat Technological University, Ahmedabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,PLASTICS ENGINEERING,30-06-2022,60
1690,G H PATEL COLLEGE OF ENGINEERING TECHNOLOGY,Gujarat,ANAND,Private-Self Financing,"The Charutar Vidya Mandal (CVM) University,Vallabh Vidyanagar",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2021,60
1691,G H PATEL COLLEGE OF ENGINEERING TECHNOLOGY,Gujarat,ANAND,Private-Self Financing,"The Charutar Vidya Mandal (CVM) University,Vallabh Vidyanagar",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHATRONICS,30-06-2021,60
1692,RAJAGIRI BUSINESS SCHOOL,Kerala,ERNAKULAM,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM,30-06-2022,231
1693,CMR INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,240
1694,CMR INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2022,240
1695,PANIMALAR ENGINEERING COLLEGE,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,300
1696,PANIMALAR ENGINEERING COLLEGE,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,180
1697,PANIMALAR ENGINEERING COLLEGE,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,300
1698,PANIMALAR ENGINEERING COLLEGE,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,180
1699,PANIMALAR ENGINEERING COLLEGE,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,300
1700,PANIMALAR ENGINEERING COLLEGE,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,60
1701,SSR COLLEGE OF PHARMACY,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Private-Self Financing,"University of Pune, Pune",PHARMACY,UNDER GRADUATE,PHARMACY,30-06-2022,60
1702,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,120
1703,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING,30-06-2021,120
1704,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER ENGINEERING,30-06-2021,60
1705,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CHEMICAL ENGINEERING,30-06-2021,60
1706,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,PETROCHEMICAL TECHNOLOGY,30-06-2021,30
1707,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,POST GRADUATE,ELECTRICAL ENGINEERING,30-06-2021,30
1708,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,POST GRADUATE,CHEMICAL ENGINEERING,30-06-2021,24
1709,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,POST GRADUATE,ELECTRONICS ENGINEERING,30-06-2021,30
1710,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,POST GRADUATE,PETROCHEMICAL ENGINEERING,30-06-2021,18
1711,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,POST GRADUATE,CIVIL ENGINEERING,30-06-2021,30
1712,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS ENGINEERING,30-06-2021,60
1713,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,"Aligarh Muslim University, Aligarh",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,180
1714,M I E T ENGINEERING COLLEGE,Tamil Nadu,TIRUCHIRAPPALLI,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,120
1715,M I E T ENGINEERING COLLEGE,Tamil Nadu,TIRUCHIRAPPALLI,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-07-2022,120
1716,M I E T ENGINEERING COLLEGE,Tamil Nadu,TIRUCHIRAPPALLI,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
1717,GOVERNMENT WOMEN S POLYTECHNIC COLLEGE NEDUPUZHA THRISSUR,Kerala,THRISSUR,Government,"Board of Technical Examination, Kerala",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER ENGINEERING,30-06-2022,60
1718,DR B R AMBEDKAR POLYTECHNIC COLLEGE,Puducherry,YANAM,Government,"Directorate of Technical Education, Chennai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,30
1719,JAIPURIA INSTITUTE OF MANAGEMENT,Rajasthan,JAIPUR,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM,30-06-2022,180
1720,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH GWALIOR,Madhya Pradesh,GWALIOR,Private-Self Financing,"Jiwaji University, Gwalior",MANAGEMENT,POST GRADUATE,MBA,30-06-2022,300
1721,SNS COLLEGE OF ENGINEERING,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,60
1722,SNS COLLEGE OF ENGINEERING,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2021,60
1723,SNS COLLEGE OF ENGINEERING,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,60
1724,M S RAMAIAH INSTITUTE OF TECHNOLOGY-MCA,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",MCA,POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,30-06-2021,60
1725,GOVERNMENT ENGINEERING COLLEGE BILASPUR,Chhattisgarh,BILASPUR,Government,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,20
1726,GOVERNMENT ENGINEERING COLLEGE BILASPUR,Chhattisgarh,BILASPUR,Government,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,40
1727,GOVERNMENT ENGINEERING COLLEGE BILASPUR,Chhattisgarh,BILASPUR,Government,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING,30-06-2021,60
1728,GOVERNMENT ENGINEERING COLLEGE BILASPUR,Chhattisgarh,BILASPUR,Government,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MINING ENGINEERING,30-06-2021,20
1729,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,Tamil Nadu,TIRUCHIRAPPALLI,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2022,120
1730,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,ERODE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,120
1731,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,ERODE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,60
1732,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,ERODE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2021,180
1733,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,ERODE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,BIOMEDICAL ENGINEERING,30-06-2021,120
1734,VELS INSTITUTE OF SCIENCE TECHNOLOGY AND ADVANCED STUDIES VISTAS,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),"Vels Institute of Science, Technology and Advanced Studies , Chennai",PHARMACY,UNDER GRADUATE,PHARMACY,30-06-2023,100
1735,KINGS ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,120
1736,KINGS ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2021,90
1737,SHRI SHANKARACHARYA INSTITUTE OF PROFESSIONAL MANAGEMENT TECHNOLOGY,Chhattisgarh,RAIPUR,Private-Self Financing,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
1738,SHRI SHANKARACHARYA INSTITUTE OF PROFESSIONAL MANAGEMENT TECHNOLOGY,Chhattisgarh,RAIPUR,Private-Self Financing,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,180
1739,SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,120
1740,SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,30-06-2022,180
1741,SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,180
1742,SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
1743,MUTHOOT INSTITUTE OF TECHNOLOGY AND SCIENCE,Kerala,ERNAKULAM,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
1744,MUTHOOT INSTITUTE OF TECHNOLOGY AND SCIENCE,Kerala,ERNAKULAM,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2022,60
1745,MUTHOOT INSTITUTE OF TECHNOLOGY AND SCIENCE,Kerala,ERNAKULAM,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
1746,MUTHOOT INSTITUTE OF TECHNOLOGY AND SCIENCE,Kerala,ERNAKULAM,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,30-06-2022,120
1747,G PULLA REDDY ENGINEERING COLLEGE,Andhra Pradesh,KURNOOL,Private-Self Financing,"Jawaharlal Nehru Technological University, Anantapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
1748,G PULLA REDDY ENGINEERING COLLEGE,Andhra Pradesh,KURNOOL,Private-Self Financing,"Jawaharlal Nehru Technological University, Anantapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,180
1749,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,"Shivaji University, Kolhapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,TEXTILE TECHNOLOGY,30-06-2021,60
1750,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,"Shivaji University, Kolhapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MAN-MADE TEXTILE TECHNOLOGY,30-06-2021,30
1751,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,"Shivaji University, Kolhapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,TEXTILE PLANT ENGINEERING,30-06-2021,30
1752,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,"Shivaji University, Kolhapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,TEXTILE CHEMISTRY,30-06-2021,60
1753,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,"Shivaji University, Kolhapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,FASHION TECHNOLOGY,30-06-2021,30
1754,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,"Shivaji University, Kolhapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,30-06-2021,120
1755,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,"Shivaji University, Kolhapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,90
1756,MADANAPALLE INSTITUTE OF TECHNOLOGY SCIENCE,Andhra Pradesh,CHITTOOR,Private-Self Financing,"Jawaharlal Nehru Technological University, Anantapur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,60
